,Towing_speed,Delta_T,Catch_weight,Air_exposure,Vitality_class,Tow_duration,Fishing_ground,Survivability_days
1209,7.2,-14.4,High,58,Dead,90,CFM,NA
1210,7.2,-14.4,High,58,Dead,90,CFM,NA
1211,7.2,-14.4,High,58,Dead,90,CFM,NA
1212,7.2,-14.4,High,58,Dead,90,CFM,NA
1213,7.2,-14.4,High,58,Dead,90,CFM,NA
1214,7.2,-14.4,High,58,Dead,90,CFM,NA
1215,7.2,-14.4,High,58,Dead,90,CFM,NA
1216,7.2,-14.4,High,58,Dead,90,CFM,NA
1217,7.2,-14.4,High,58,Dead,90,CFM,NA
1218,7.2,-14.4,High,58,Dead,90,CFM,NA
1219,7.2,-14.4,High,58,Dead,90,CFM,NA
1220,7.2,-14.4,High,58,Dead,90,CFM,NA
1221,7.2,-14.4,High,58,Dead,90,CFM,NA
1222,7.2,-14.4,High,58,Dead,90,CFM,NA
1223,7.2,-14.4,High,58,Dead,90,CFM,NA
1224,7.2,-14.4,High,58,Dead,90,CFM,NA
1225,7.2,-15.15,High,62,Dead,58,CFM,NA
1226,7.2,-15.15,High,62,Dead,58,CFM,NA
1227,7.2,-15.15,High,62,Dead,58,CFM,NA
1228,7.2,-15.15,High,62,Dead,58,CFM,NA
1229,7.2,-15.15,High,62,Dead,58,CFM,NA
1230,7.2,-15.15,High,62,Dead,58,CFM,NA
1231,7.2,-15.15,High,62,Dead,58,CFM,NA
1232,7.2,-15.15,High,62,Dead,58,CFM,NA
1233,7.2,-15.15,High,62,Dead,58,CFM,NA
1234,7.2,-15.15,High,62,Dead,58,CFM,NA
1235,7.2,-15.15,High,62,Dead,58,CFM,NA
1236,7.2,-15.15,High,62,Dead,58,CFM,NA
1237,7.2,-15.15,High,62,Dead,58,CFM,NA
1238,7.2,-15.15,High,62,Dead,58,CFM,NA
1239,7.2,-15.15,High,62,Dead,58,CFM,NA
1240,7.2,-15.15,High,62,Dead,58,CFM,NA
1241,7.2,-15.15,High,62,Dead,58,CFM,NA
1242,7.2,-15.15,High,62,Dead,58,CFM,NA
1243,7.2,-15.15,High,62,Dead,58,CFM,NA
1244,7.2,-15.15,High,62,Dead,58,CFM,NA
1245,7.2,-15.15,High,62,Dead,58,CFM,NA
1246,7.2,-15.15,High,62,Dead,58,CFM,NA
1247,7.2,-15.9,High,10,Dead,67,CFM,NA
1248,7.2,-15.9,High,10,B,67,CFM,NA
1249,7.2,-15.9,High,10,B,67,CFM,NA
1250,7.2,-15.9,High,10,C,67,CFM,NA
1251,7.2,-15.9,High,10,Dead,67,CFM,NA
1252,7.2,-15.4,High,10,B,60,CFM,NA
1253,7.2,-15.4,High,10,C,60,CFM,NA
1254,7.2,-15.4,High,10,C,60,CFM,NA
1255,7.2,-15.4,High,10,C,60,CFM,0.5
1256,7.2,-15.4,High,78,Dead,60,CFM,NA
1257,7.2,-15.4,High,78,Dead,60,CFM,NA
1258,7.2,-15.4,High,78,Dead,60,CFM,NA
1259,7.2,-15.4,High,78,Dead,60,CFM,NA
1260,7.2,-15.4,High,78,Dead,60,CFM,NA
1261,7.2,-15.4,High,78,Dead,60,CFM,NA
1262,7.2,-15.4,High,78,Dead,60,CFM,NA
1263,7.2,-15.4,High,78,Dead,60,CFM,NA
1264,7.2,-15.4,High,78,Dead,60,CFM,NA
1265,7.2,-15.4,High,78,Dead,60,CFM,NA
1266,7.2,-15.4,High,78,Dead,60,CFM,NA
1267,7.2,-15.4,High,78,Dead,60,CFM,NA
1268,7.2,-15.4,High,78,Dead,60,CFM,NA
1269,7.2,-15.4,High,78,Dead,60,CFM,NA
1270,7.2,-15.4,High,78,Dead,60,CFM,NA
1271,7.2,-15.4,High,78,Dead,60,CFM,NA
1272,7.2,-15.4,High,78,Dead,60,CFM,NA
1273,7.2,-15.4,High,78,Dead,60,CFM,NA
1274,7.2,-15.4,High,78,Dead,60,CFM,NA
1275,7.2,-15.4,High,78,Dead,60,CFM,NA
1276,7.2,-16.2,High,10,C,61,CFM,0.5
1277,7.2,-16.2,High,10,B,61,CFM,5
1278,7.2,-16.2,High,10,C,61,CFM,0.5
1279,7.2,-16.2,High,35,Dead,61,CFM,NA
1280,7.2,-16.2,High,35,Dead,61,CFM,NA
1281,7.2,-16.2,High,35,Dead,61,CFM,NA
1282,7.2,-16.2,High,35,Dead,61,CFM,NA
1283,7.2,-16.2,High,35,Dead,61,CFM,NA
1284,7.2,-16.2,High,35,Dead,61,CFM,NA
1285,7.2,-16.2,High,35,Dead,61,CFM,NA
1286,7.2,-16.2,High,35,Dead,61,CFM,NA
1287,7.2,-16.2,High,35,Dead,61,CFM,NA
1288,7.2,-16.2,High,35,Dead,61,CFM,NA
1289,7.2,-16.2,High,35,Dead,61,CFM,NA
1290,7.2,-16.2,High,35,Dead,61,CFM,NA
1291,7.2,-16.2,High,35,Dead,61,CFM,NA
1292,7.2,-16.2,High,35,Dead,61,CFM,NA
1293,7.2,-16.2,High,35,Dead,61,CFM,NA
1294,7.2,-16.2,High,35,Dead,61,CFM,NA
1295,7.2,-16.2,High,35,Dead,61,CFM,NA
1296,7.2,-16.2,High,35,Dead,61,CFM,NA
1297,7.2,-16.2,High,35,Dead,61,CFM,NA
1298,7.2,-16.2,High,35,Dead,61,CFM,NA
1299,7.2,-3,Medium_Low,18,B,70,CMS,NA
1300,7.2,-3,Medium_Low,18,Dead,70,CMS,NA
1301,7.2,-3,Medium_Low,18,Dead,70,CMS,NA
1302,7.2,-3,Medium_Low,18,Dead,70,CMS,NA
1303,7.2,-3,Medium_Low,18,Dead,70,CMS,NA
1304,7.2,-3,Medium_Low,18,Dead,70,CMS,NA
1305,7.2,-3,Medium_Low,20,Dead,75,CMS,NA
1306,7.2,-3,Medium_Low,20,Dead,75,CMS,NA
1307,7.2,-3,Medium_Low,20,Dead,75,CMS,NA
1308,7.2,-3,Medium_Low,10,C,75,CMS,NA
1309,7.2,-3,Medium_Low,10,B,75,CMS,NA
1310,7.2,-3,Medium_Low,69,Dead,68,CMS,NA
1311,7.2,-3,Medium_Low,69,Dead,68,CMS,NA
1312,7.2,-3,Medium_Low,69,Dead,68,CMS,NA
1313,7.2,-3.5,Medium_Low,60,Dead,70,CSM,NA
1314,7.2,-3.5,Medium_Low,60,Dead,70,CSM,NA
1315,7.2,-3.5,Medium_Low,60,Dead,70,CSM,NA
1316,7.2,-3,Medium_Low,40,Dead,84,CMS,NA
1317,7.2,-3,Medium_Low,40,Dead,84,CMS,NA
1318,7.2,-3,Medium_Low,40,Dead,84,CMS,NA
1319,7.2,-3,Medium_Low,40,Dead,84,CMS,NA
1320,7.2,-3,Medium_Low,40,Dead,84,CMS,NA
1321,7.2,-3,Medium_Low,40,Dead,84,CMS,NA
1322,7.2,-3,Medium_Low,40,Dead,84,CMS,NA
1323,7.2,-3,Medium_Low,10,A,75,CMS,NA
1324,7.2,-7,Medium_Low,10,B,49,CMS,0.5
1325,7.2,-7,Medium_Low,30,Dead,49,CMS,NA
1326,7.2,-7,Medium_Low,30,Dead,49,CMS,NA
1327,7.2,-7,Medium_Low,30,Dead,49,CMS,NA
1328,7.2,-5.5,Medium_Low,10,B,70,CMS,0.5
1329,7.2,-5.5,Medium_Low,10,B,70,CMS,NA
1330,7.2,-5,Medium_Low,10,C,65,CMS,0.5
1331,7.2,-5,Medium_Low,19,Dead,65,CMS,NA
1332,7.2,-5,Medium_Low,19,C,65,CMS,0.5
1333,7.2,-5,Medium_Low,19,Dead,65,CMS,NA
1334,7.2,-5,Medium_Low,19,Dead,65,CMS,NA
1335,6.4,-4,Medium_Low,10,A,100,CMS,0.5
1336,6.4,-4,Medium_Low,10,A,100,CMS,0.5
1337,6.4,-4,Medium_Low,35,C,100,CMS,0.5
1338,6.4,-4,Medium_Low,35,Dead,100,CMS,NA
1339,6.4,-4,Medium_Low,35,Dead,100,CMS,NA
1340,6.4,-4,Medium_Low,35,Dead,100,CMS,NA
1341,6.4,-4,Medium_Low,35,Dead,100,CMS,NA
1342,7.2,-1.3,High,10,A,60,CFM,5
1343,7.2,-1.3,High,10,A,60,CFM,1
1344,7.2,-1.3,High,10,A,60,CFM,4.5
1345,7.2,-1.3,High,10,A,60,CFM,1
1346,7.2,-1.3,High,10,A,60,CFM,5
1347,7.2,-1.3,High,41,Dead,60,CFM,NA
1348,7.2,-1.3,High,41,Dead,60,CFM,NA
1349,7.2,-1.3,High,41,Dead,60,CFM,NA
1350,7.2,-1.3,High,41,Dead,60,CFM,NA
1351,7.2,-1.3,High,41,C,60,CFM,5
1352,7.2,-1.3,High,41,Dead,60,CFM,NA
1353,7.2,-1.3,High,41,Dead,60,CFM,NA
1354,7.2,-1.3,High,41,Dead,60,CFM,NA
1355,7.2,-1.3,High,41,Dead,60,CFM,NA
1356,7.2,-1.3,High,41,Dead,60,CFM,NA
1357,7.2,-1.3,High,41,Dead,60,CFM,NA
1358,7.2,-1.3,High,41,Dead,60,CFM,NA
1359,7.2,-1.3,High,41,C,60,CFM,0.5
1360,7.2,-1.3,High,41,C,60,CFM,0.5
1361,7.2,-1.3,High,41,Dead,60,CFM,NA
1362,7.2,-1.3,High,41,C,60,CFM,NA
1363,7.2,-2,Medium_Low,10,A,61,CFM,4.5
1364,7.2,-2,Medium_Low,10,A,61,CFM,NA
1365,7.2,-2,Medium_Low,10,A,61,CFM,1
1366,7.2,-2,Medium_Low,10,B,61,CFM,5
1367,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1368,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1369,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1370,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1371,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1372,7.2,-2,Medium_Low,60,C,61,CFM,0.5
1373,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1374,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1375,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1376,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1377,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1378,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1379,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1380,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1381,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1382,7.2,-2,Medium_Low,60,C,61,CFM,NA
1383,7.2,-2,Medium_Low,60,C,61,CFM,NA
1384,7.2,-2,Medium_Low,60,C,61,CFM,NA
1385,7.2,-2,Medium_Low,60,C,61,CFM,NA
1386,7.2,-2,Medium_Low,60,C,61,CFM,NA
1387,7.2,-2,Medium_Low,60,C,61,CFM,NA
1388,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1389,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1390,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1391,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1392,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1393,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1394,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1395,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1396,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1397,7.2,-2,Medium_Low,60,Dead,61,CFM,NA
1398,7.2,-3.5,Medium_Low,10,B,68,CFM,1
1399,7.2,-3.5,Medium_Low,10,C,68,CFM,NA
1400,7.2,-3.5,Medium_Low,10,C,68,CFM,0.5
1401,7.2,-3.5,Medium_Low,10,B,68,CFM,NA
1402,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1403,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1404,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1405,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1406,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1407,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1408,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1409,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1410,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1411,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1412,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1413,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1414,7.2,-3.5,Medium_Low,55,C,68,CFM,NA
1415,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1416,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1417,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1418,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1419,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1420,7.2,-3.5,Medium_Low,55,C,68,CFM,NA
1421,7.2,-3.5,Medium_Low,55,Dead,68,CFM,NA
1422,7.2,-3.5,Medium_Low,55,C,68,CFM,NA
1423,7.2,-3,High,10,B,65,CFM,1.5
1424,7.2,-3,High,10,B,65,CFM,5
1425,7.2,-3,High,10,A,65,CFM,1
1426,7.2,-3,High,67,Dead,65,CFM,NA
1427,7.2,-3,High,67,Dead,65,CFM,NA
1428,7.2,-3,High,67,Dead,65,CFM,NA
1429,7.2,-3,High,67,Dead,65,CFM,NA
1430,7.2,-3,High,67,Dead,65,CFM,NA
1431,7.2,-3,High,67,Dead,65,CFM,NA
1432,7.2,-3,High,67,Dead,65,CFM,NA
1433,7.2,-3,High,67,Dead,65,CFM,NA
1434,7.2,-3,High,67,Dead,65,CFM,NA
1435,7.2,-3,High,67,Dead,65,CFM,NA
1436,7.2,-3,High,67,Dead,65,CFM,NA
1437,7.2,-3,High,67,Dead,65,CFM,NA
1438,7.2,-3,High,67,Dead,65,CFM,NA
1439,7.2,-3,High,67,Dead,65,CFM,NA
1440,7.2,-3,High,67,Dead,65,CFM,NA
1441,7.2,-3,High,67,Dead,65,CFM,NA
1442,7.2,-3,High,67,Dead,65,CFM,NA
1443,7.2,-3,High,67,Dead,65,CFM,NA
1444,7.2,-3,High,67,Dead,65,CFM,NA
1445,7.2,-3,High,67,Dead,65,CFM,NA
1446,6.1,5.8,Low,20,C,66,CFM,5
1447,6.1,5.8,Low,20,B,66,CFM,5
1448,6.1,5.8,Low,20,A,66,CFM,5
1449,6.1,5.8,Low,20,C,66,CFM,NA
1450,6.1,5.8,Low,20,B,66,CFM,NA
1451,6.1,5.8,Low,20,A,66,CFM,NA
1452,6.1,5.8,Low,20,B,66,CFM,NA
1453,6.1,5.8,Low,20,A,66,CFM,NA
1454,6.1,5.8,Low,20,B,66,CFM,NA
1455,6.1,5.8,Low,20,C,66,CFM,NA
1456,6.1,5.8,Low,20,C,66,CFM,NA
1457,6.1,5.8,Low,20,B,66,CFM,NA
1458,6.1,5.8,Low,20,B,66,CFM,NA
1459,6.1,5.8,Low,20,C,66,CFM,NA
1460,6.1,5.8,Low,20,Dead,66,CFM,NA
1461,6.1,5.8,Low,20,C,66,CFM,NA
1462,6.1,5.8,Low,20,B,66,CFM,NA
1463,6.1,5.8,Low,20,C,66,CFM,NA
1464,6.1,5.8,Low,20,Dead,66,CFM,NA
1465,6.1,5.8,Low,20,Dead,66,CFM,NA
1466,6.1,5.8,Low,20,Dead,66,CFM,NA
1467,6.1,5.8,Low,20,Dead,66,CFM,NA
1468,6.1,5.8,Low,20,Dead,66,CFM,NA
1469,6.1,5.8,Low,20,Dead,66,CFM,NA
1470,6.1,5.8,Low,20,Dead,66,CFM,NA
1471,6.1,5.8,Low,20,Dead,66,CFM,NA
1472,5.9,7.1,Low,15,C,53,CFM,1
1473,5.9,7.1,Low,15,B,53,CFM,5
1474,5.9,7.1,Low,15,B,53,CFM,5
1475,5.9,7.1,Low,15,C,53,CFM,NA
1476,5.9,7.1,Low,15,B,53,CFM,NA
1477,5.9,7.1,Low,15,Dead,53,CFM,NA
1478,5.9,7.1,Low,15,C,53,CFM,NA
1479,5.9,7.1,Low,15,Dead,53,CFM,NA
1480,5.9,7.1,Low,15,C,53,CFM,NA
1481,5.9,7.1,Low,15,C,53,CFM,NA
1482,5.9,7.1,Low,15,C,53,CFM,NA
1483,5.9,7.1,Low,15,B,53,CFM,NA
1484,5.9,7.1,Low,15,C,53,CFM,5
1485,5.9,7.1,Low,15,B,53,CFM,1
1486,5.9,7.1,Low,15,B,53,CFM,5
1487,5.9,7.1,Low,15,C,53,CFM,NA
1488,5.9,7.1,Low,15,Dead,53,CFM,NA
1489,5.9,7.1,Low,15,C,53,CFM,NA
1490,5.9,7.1,Low,15,C,53,CFM,NA
1491,5.9,7.1,Low,15,C,53,CFM,NA
1492,5.9,7.1,Low,15,B,53,CFM,NA
1493,5.9,7.1,Low,15,B,53,CFM,NA
1494,5.9,7.1,Low,15,C,53,CFM,NA
1495,6.3,7.7,Low,13,B,49,CSM,1
1496,6.3,7.7,Low,13,B,49,CSM,5
1497,6.3,7.7,Low,13,B,49,CSM,5
1498,6.3,7.7,Low,13,B,49,CSM,NA
1499,6.3,7.7,Low,13,C,49,CSM,NA
1500,6.3,7.7,Low,13,C,49,CSM,NA
1501,6.3,7.7,Low,13,B,49,CSM,NA
1502,6.3,7.7,Low,13,Dead,49,CSM,NA
1503,6.3,7.7,Low,13,C,49,CSM,NA
1504,6.3,7.7,Low,13,C,49,CSM,NA
1505,6.3,7.7,Low,13,C,49,CSM,NA
1506,6.3,7.7,Low,13,B,49,CSM,NA
1507,6.3,7.7,Low,13,Dead,49,CSM,NA
1508,6.3,7.7,Low,13,B,49,CSM,5
1509,6.3,7.7,Low,13,B,49,CSM,2.5
1510,6.3,7.7,Low,13,C,49,CSM,NA
1511,6.3,7.7,Low,13,Dead,49,CSM,NA
1512,6.3,7.7,Low,13,B,49,CSM,NA
1513,6.3,7.7,Low,13,C,49,CSM,NA
1514,6.3,7.7,Low,13,Dead,49,CSM,NA
1515,6.3,7.7,Low,13,C,49,CSM,NA
1516,5.7,7.9,Low,18,B,57,CFM,5
1517,5.7,7.9,Low,18,C,57,CFM,1
1518,5.7,7.9,Low,18,B,57,CFM,5
1519,5.7,7.9,Low,18,C,57,CFM,NA
1520,5.7,7.9,Low,18,Dead,57,CFM,NA
1521,5.7,7.9,Low,18,Dead,57,CFM,NA
1522,5.7,7.9,Low,18,C,57,CFM,NA
1523,5.7,7.9,Low,18,C,57,CFM,NA
1524,5.7,7.9,Low,18,Dead,57,CFM,NA
1525,5.7,7.9,Low,18,B,57,CFM,NA
1526,5.7,7.9,Low,18,C,57,CFM,NA
1527,5.7,7.9,Low,18,C,57,CFM,NA
1528,5.7,7.9,Low,18,C,57,CFM,NA
1529,5.7,7.9,Low,18,A,57,CFM,NA
1530,5.7,7.9,Low,18,C,57,CFM,4
1531,5.7,7.9,Low,18,C,57,CFM,NA
1532,5.7,7.9,Low,18,Dead,57,CFM,NA
1533,5.7,7.9,Low,18,B,57,CFM,NA
1534,5.7,7.9,Low,18,C,57,CFM,NA
1535,5.7,7.9,Low,18,C,57,CFM,NA
1536,5.7,7.9,Low,18,Dead,57,CFM,NA
1537,5.7,7.9,Low,18,B,57,CFM,NA
1538,5.7,7.9,Low,18,C,57,CFM,NA
1539,5.7,7.9,Low,18,C,57,CFM,NA
1540,6.3,8.2,Low,23,A,68,CFM,5
1541,6.3,8.2,Low,23,A,68,CFM,5
1542,6.3,8.2,Low,23,A,68,CFM,5
1543,6.3,8.2,Low,23,B,68,CFM,5
1544,6.3,8.2,Low,23,B,68,CFM,NA
1545,6.3,8.2,Low,23,B,68,CFM,NA
1546,6.3,8.2,Low,23,C,68,CFM,NA
1547,6.3,8.2,Low,23,B,68,CFM,NA
1548,6.3,8.2,Low,23,Dead,68,CFM,NA
1549,6.3,8.2,Low,23,C,68,CFM,NA
1550,6.3,8.2,Low,23,C,68,CFM,NA
1551,6.3,8.2,Low,23,C,68,CFM,NA
1552,6.3,8.2,Low,23,B,68,CFM,NA
1553,6.3,8.2,Low,23,C,68,CFM,NA
1554,6.3,8.2,Low,23,Dead,68,CFM,NA
1555,6.3,8.2,Low,23,B,68,CFM,NA
1556,6.3,8.2,Low,23,A,68,CFM,5
1557,6.3,8.2,Low,23,B,68,CFM,0.5
1558,6.3,8.2,Low,23,B,68,CFM,NA
1559,6.3,8.2,Low,23,B,68,CFM,NA
1560,6.3,8.2,Low,23,C,68,CFM,NA
1561,6.3,8.2,Low,23,B,68,CFM,NA
1562,6.3,8.2,Low,23,C,68,CFM,NA
1563,6.3,8.2,Low,23,C,68,CFM,NA
1564,6.3,8.2,Low,23,Dead,68,CFM,NA
1565,6.3,8.2,Low,23,C,68,CFM,NA
1566,6.3,8.2,Low,23,B,68,CFM,NA
1567,6.3,8.2,Low,23,Dead,68,CFM,NA
1568,6.3,8.2,Low,23,C,68,CFM,NA
1569,5.6,6.5,Low,20,A,65,CFM,5
1570,5.6,6.5,Low,20,B,65,CFM,1
1571,5.6,6.5,Low,20,B,65,CFM,5
1572,5.6,6.5,Low,20,C,65,CFM,NA
1573,5.6,6.5,Low,20,B,65,CFM,NA
1574,5.6,6.5,Low,20,A,65,CFM,NA
1575,5.6,6.5,Low,20,B,65,CFM,NA
1576,5.6,6.5,Low,20,Dead,65,CFM,NA
1577,5.6,6.5,Low,20,Dead,65,CFM,NA
1578,5.6,6.5,Low,20,B,65,CFM,NA
1579,5.6,6.5,Low,20,Dead,65,CFM,NA
1580,5.6,6.5,Low,20,C,65,CFM,NA
1581,5.6,6.5,Low,20,B,65,CFM,NA
1582,5.6,6.5,Low,20,C,65,CFM,NA
1583,5.6,6.5,Low,20,C,65,CFM,3
1584,5.6,6.5,Low,20,B,65,CFM,0.5
1585,5.6,6.5,Low,20,C,65,CFM,NA
1586,5.6,6.5,Low,20,B,65,CFM,NA
1587,5.6,6.5,Low,20,C,65,CFM,NA
1588,5.6,6.5,Low,20,B,65,CFM,NA
1589,5.6,6.5,Low,20,C,65,CFM,NA
1590,5.6,6.5,Low,20,C,65,CFM,NA
1591,5.6,6.5,Low,20,B,65,CFM,NA
1592,5.6,6.5,Low,20,C,65,CFM,NA
1593,5.6,6.5,Low,20,Dead,65,CFM,NA
1594,5.6,6.5,Low,20,B,65,CFM,NA
1595,5.6,6.5,Low,20,Dead,65,CFM,NA
1596,5.6,6.5,Low,20,Dead,65,CFM,NA
1597,5.6,4.8,Low,14,A,65,CFM,5
1598,5.6,4.8,Low,14,B,65,CFM,2
1599,5.6,4.8,Low,14,C,65,CFM,NA
1600,5.6,4.8,Low,14,Dead,65,CFM,NA
1601,5.6,4.8,Low,14,C,65,CFM,NA
1602,5.6,4.8,Low,14,C,65,CFM,NA
1603,5.6,4.8,Low,14,Dead,65,CFM,NA
1604,5.6,4.8,Low,14,Dead,65,CFM,NA
1605,5.6,4.8,Low,14,B,65,CFM,NA
1606,5.6,4.8,Low,14,C,65,CFM,NA
1607,5.6,4.8,Low,14,Dead,65,CFM,NA
1608,5.6,4.8,Low,14,C,65,CFM,NA
1609,5.6,4.8,Low,14,C,65,CFM,NA
1610,5.6,4.8,Low,14,B,65,CFM,1
1611,5.6,4.8,Low,14,C,65,CFM,NA
1612,5.6,4.8,Low,14,C,65,CFM,NA
1613,5.6,4.8,Low,14,C,65,CFM,NA
1614,5.6,4.8,Low,14,Dead,65,CFM,NA
1615,5.6,4.8,Low,14,C,65,CFM,NA
1616,5.6,4.8,Low,14,Dead,65,CFM,NA
1617,5.6,4.8,Low,14,B,65,CFM,NA
1618,5.6,4.8,Low,14,C,65,CFM,NA
1619,5.6,4.8,Low,14,Dead,65,CFM,NA
1620,5.6,4.8,Low,14,A,65,CFM,NA
1621,6.1,3.4,Low,11,B,58,CFM,3
1622,6.1,3.4,Low,11,B,58,CFM,5
1623,6.1,3.4,Low,11,Dead,58,CFM,NA
1624,6.1,3.4,Low,11,C,58,CFM,NA
1625,6.1,3.4,Low,11,C,58,CFM,NA
1626,6.1,3.4,Low,11,C,58,CFM,NA
1627,6.1,3.4,Low,11,B,58,CFM,NA
1628,6.1,3.4,Low,11,C,58,CFM,NA
1629,6.1,3.4,Low,11,Dead,58,CFM,NA
1630,6.1,3.4,Low,11,C,58,CFM,NA
1631,6.1,3.4,Low,11,C,58,CFM,NA
1632,6.1,3.4,Low,11,B,58,CFM,NA
1633,6.1,3.4,Low,11,B,58,CFM,5
1634,6.1,3.4,Low,11,C,58,CFM,NA
1635,6.1,3.4,Low,11,B,58,CFM,NA
1636,6.1,3.4,Low,11,B,58,CFM,NA
1637,6.1,3.4,Low,11,C,58,CFM,NA
1638,6.1,3.4,Low,11,Dead,58,CFM,NA
1639,6.1,3.4,Low,11,B,58,CFM,NA
1640,6.1,3.4,Low,11,B,58,CFM,NA
1641,6.1,3.4,Low,11,C,58,CFM,NA
1642,6.1,3.4,Low,11,B,58,CFM,NA
1643,6.1,3.4,Low,11,B,58,CFM,NA
1644,6.1,3.4,Low,11,B,58,CFM,NA
1645,6.1,1.3,Low,14,B,68,CFM,5
1646,6.1,1.3,Low,14,B,68,CFM,NA
1647,6.1,1.3,Low,14,Dead,68,CFM,NA
1648,6.1,1.3,Low,14,C,68,CFM,NA
1649,6.1,1.3,Low,14,B,68,CFM,NA
1650,6.1,1.3,Low,14,Dead,68,CFM,NA
1651,6.1,1.3,Low,14,C,68,CFM,NA
1652,6.1,1.3,Low,14,B,68,CFM,NA
1653,6.1,1.3,Low,14,B,68,CFM,NA
1654,6.1,1.3,Low,14,B,68,CFM,NA
1655,6.1,1.3,Low,14,C,68,CFM,NA
1656,6.1,1.3,Low,14,B,68,CFM,NA
1657,6.1,1.3,Low,14,Dead,68,CFM,NA
1658,6.1,1.3,Low,14,Dead,68,CFM,NA
1659,6.1,1.3,Low,14,A,68,CFM,5
1660,6.1,1.3,Low,14,B,68,CFM,NA
1661,6.1,1.3,Low,14,B,68,CFM,NA
1662,6.1,1.3,Low,14,B,68,CFM,NA
1663,6.1,1.3,Low,14,B,68,CFM,NA
1664,6.1,1.3,Low,14,B,68,CFM,NA
1665,6.1,1.3,Low,14,C,68,CFM,NA
1666,6.1,1.3,Low,14,B,68,CFM,NA
1667,6.1,1.3,Low,14,C,68,CFM,NA
1668,6.1,1.3,Low,14,C,68,CFM,NA
1669,6.1,1.3,Low,14,Dead,68,CFM,NA
1670,6.1,1.3,Low,14,C,68,CFM,NA
1671,6.1,1.3,Low,14,A,68,CFM,NA
1672,6.1,1.3,Low,14,Dead,68,CFM,NA
1673,6.1,1.3,Low,14,B,68,CFM,NA
1674,6,0.275524476,Low,30,Dead,68,CFM,NA
1675,6,0.275524476,Low,30,C,68,CFM,0.5
1676,6,0.275524476,Low,30,A,68,CFM,0.5
1677,6,0.275524476,Low,30,A,68,CFM,5
1678,6,0.275524476,Low,30,Dead,68,CFM,NA
1679,6,0.275524476,Low,30,C,68,CFM,NA
1680,6,0.275524476,Low,30,B,68,CFM,0.5
1681,6,0.275524476,Low,30,A,68,CFM,5
1682,6,0.275524476,Low,30,Dead,68,CFM,NA
1683,6,0.275524476,Low,30,Dead,68,CFM,NA
1684,6,0.275524476,Low,30,C,68,CFM,NA
1685,6,0.275524476,Low,30,A,68,CFM,NA
1686,6,0.275524476,Low,30,Dead,68,CFM,NA
1687,6,0.275524476,Low,30,C,68,CFM,NA
1688,6,0.039032258,Low,22,Dead,74,CFM,NA
1689,6,0.039032258,Low,22,A,74,CFM,5
1690,6,0.039032258,Low,22,A,74,CFM,0.5
1691,6,0.039032258,Low,22,B,74,CFM,0.5
1692,6,0.039032258,Low,22,C,74,CFM,NA
1693,6,0.039032258,Low,22,C,74,CFM,NA
1694,6,0.039032258,Low,22,Dead,74,CFM,NA
1695,6,0.039032258,Low,22,Dead,74,CFM,NA
